subject_id,workflow_id,task,reducer,data.aggregation_version,data.frame0.T0_toolIndex0_cluster_labels,data.frame0.T0_toolIndex0_clusters_count,data.frame0.T0_toolIndex0_clusters_x,data.frame0.T0_toolIndex0_clusters_y,data.frame0.T0_toolIndex0_consensus,data.parameters.min_samples,data.parameters.eps,data.parameters.average_type,data.frame0.T0_toolIndex1_cluster_labels,data.frame0.T0_toolIndex1_clusters_count,data.frame0.T0_toolIndex1_clusters_x,data.frame0.T0_toolIndex1_clusters_y,data.frame0.T0_toolIndex1_consensus
458021,28090,T0,polygon_reducer,5.1.0,"[0, 0]",[2],"[[473.8, 473.8, 472.91, 471.12, 471.12, 470.23, 469.33, 468.44, 469.33, 469.33, 469.33, 470.23, 470.23, 470.23, 470.23, 470.23, 470.23, 470.23, 470.23, 470.23, 470.23, 470.23, 469.33, 468.44, 468.44, 467.55, 466.65, 465.76, 464.87, 463.97, 463.3177154232131, 464.75, 465.59, 468.94, 469.78, 470.62, 471.46, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 472.3, 471.46, 471.46, 471.46, 470.62, 470.62, 469.78, 469.78, 469.78, 467.27, 466.43, 465.59, 464.75, 464.75, 464.75, 463.91, 463.07, 462.23, 461.39, 459.72, 458.04, 456.36, 454.68, 453.01, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 452.17, 453.01, 453.01, 453.84, 454.68, 454.68, 456.36, 457.2, 458.04, 458.04, 458.88, 461.39, 463.07, 464.75, 464.75, 465.59, 467.27, 467.27, 468.11, 468.94, 469.78, 470.62, 470.62, 471.46, 471.46, 471.46, 472.3, 473.14, 473.14, 473.14, 473.98, 475.66, 476.5, 478.17, 479.85, 479.85, 481.53, 481.53, 482.37, 482.37, 482.37, 482.37, 482.37, 483.21, 484.05, 484.88, 485.72, 486.56, 487.4, 488.24, 489.92, 489.92, 491.6, 492.44, 493.27, 494.11, 494.11, 494.95, 495.79, 498.31, 500.82, 503.34, 508.38, 513.41, 514.25, 515.09, 515.09, 517.6, 519.28, 520.12, 523.48, 526.83, 528.51, 530.19, 532.7, 536.06, 537.74, 540.26, 541.09, 542.77, 544.45, 552.84, 556.2, 558.71, 561.23, 569.62, 578.85, 581.0219165522435, 582.81, 583.71, 586.39, 587.28, 589.07, 589.96, 591.75, 594.43, 597.11, 598.9, 600.3303956639567, 604.02, 604.85, 604.85, 606.53, 606.53, 607.37, 608.21, 609.89, 610.73, 614.08, 614.08, 614.98, 620.34, 621.1062352941177, 622.47, 623.31, 624.15, 625.83, 627.51, 631.7, 635.06, 639.25, 642.61, 650.16, 652.67, 657.71, 660.22, 661.9, 665.26, 671.13, 671.97, 675.33, 677.0, 682.88, 685.39, 688.75, 692.1, 701.33, 704.69, 708.88, 711.4, 714.76, 715.6, 716.43, 718.11, 718.95, 719.79, 721.47, 723.15, 723.98, 724.82, 725.66, 726.5, 727.34, 728.18, 731.54, 733.21, 736.57, 739.09, 743.28, 746.64, 749.15, 756.7, 765.93, 770.97, 780.19, 786.91, 798.65, 804.52, 812.07, 816.27, 819.62, 829.69, 838.92, 843.12, 849.83, 858.22, 861.57, 863.25, 866.61, 867.44, 868.28, 870.8, 872.48, 874.16, 878.35, 880.87, 882.55, 885.9, 888.42, 890.1, 890.94, 895.13, 896.81, 900.16, 901.0, 901.84, 902.68, 903.52, 903.52, 903.52, 903.52, 903.52, 903.52, 903.52, 903.52, 902.68, 901.84, 901.0, 900.16, 898.49, 896.81, 895.97, 892.61, 891.77, 890.1, 886.74, 885.06, 884.22, 883.38, 883.38, 883.38, 883.38, 883.38, 883.38, 883.38, 883.38, 884.22, 885.06, 885.06, 885.9, 886.74, 886.74, 886.74, 887.58, 890.1, 892.61, 894.29, 895.13, 898.49, 903.52, 905.2, 908.55, 910.23, 912.75, 913.59, 916.94, 920.3, 924.49, 926.17, 931.2, 932.88, 935.4, 937.08, 939.59, 941.27, 945.47, 949.66, 953.02, 955.53, 963.92, 968.96, 973.99, 975.1894821778931, 975.08, 975.08, 975.08, 975.08, 974.19, 974.19, 974.19, 974.19, 973.15, 971.47, 968.12, 965.6, 961.41, 959.73, 955.53, 953.86, 950.5, 948.82, 944.63, 941.27, 933.72, 929.53, 922.82, 920.3, 918.62, 916.94, 913.59, 911.07, 908.55, 905.2, 902.68, 897.65, 889.26, 885.654094570362, 883.94, 879.47, 876.79, 873.22, 867.86, 866.07, 863.39, 858.03, 856.24, 852.67, 841.94, 840.16, 831.22, 829.43, 828.54, 827.65, 826.75, 825.86, 824.97, 823.18, 821.39, 818.71, 816.92, 814.24, 812.46, 810.67, 807.99, 805.31, 803.52, 799.05, 796.37, 792.8, 791.9, 791.01, 790.12, 789.22, 787.44, 785.65, 782.97, 781.18, 778.5, 774.03, 770.46, 765.1, 759.74, 752.59, 748.12, 740.08, 732.93, 724.89, 718.63, 706.12, 702.55, 690.93, 688.25, 687.36, 686.47, 685.57, 684.68, 682.89, 679.32, 677.53, 671.27, 668.59, 664.13, 656.98, 653.4, 647.15, 646.26, 644.47, 644.47, 643.45, 639.25, 637.57, 634.22, 631.7, 629.18, 622.47, 614.92, 612.4, 607.37, 605.69, 603.18, 597.3, 592.27, 586.4, 583.04, 583.04, 582.2, 580.52, 578.01, 575.49, 574.65, 569.62, 567.94, 562.91, 562.07, 558.71, 557.87, 556.2, 554.52, 553.68, 552.0, 552.0, 551.16, 547.81, 546.97, 546.97, 546.97, 546.13, 545.29, 544.45, 542.77, 541.93, 540.26, 537.74, 531.03, 525.15, 520.4614650766609, 519.37, 517.58, 516.69, 515.8, 514.01, 512.22, 510.44, 510.05, 510.05, 510.05, 509.21, 509.21, 508.38, 508.38, 507.54, 506.7, 505.86, 505.02, 504.18, 503.34, 502.5, 502.5, 501.66, 499.99, 499.15, 496.63, 495.79, 494.11, 493.27, 491.6, 489.92, 488.24, 487.4, 486.56, 484.88, 484.05, 483.21, 482.37, 481.53, 480.69, 479.85, 479.85, 479.85, 479.01, 478.17, 476.5, 473.98, 473.8, 473.8]]","[[102.31, 105.89, 109.46, 109.46, 111.25, 114.82, 121.08, 125.54, 131.8, 135.37, 137.16, 139.84, 145.2, 146.99, 152.35, 155.03, 160.39, 164.86, 174.69, 184.52, 192.56, 194.35, 194.35, 194.35, 196.13, 196.13, 196.13, 197.03, 197.03, 198.81, 199.137964312351, 212.02, 218.73, 234.67, 241.38, 250.61, 260.67, 268.22, 271.58, 276.61, 278.29, 280.81, 283.33, 285.0, 285.84, 290.88, 293.39, 295.07, 296.75, 305.14, 308.49, 311.85, 314.37, 321.92, 325.27, 326.11, 326.95, 327.79, 328.63, 330.31, 331.15, 331.98, 333.66, 334.5, 335.34, 337.02, 341.21, 342.89, 346.25, 347.92, 351.28, 352.12, 352.96, 353.8, 355.48, 356.31, 358.83, 360.51, 364.7, 368.06, 372.25, 376.45, 380.64, 381.48, 382.32, 383.16, 384.84, 385.68, 386.52, 387.36, 388.19, 389.03, 389.87, 390.71, 392.39, 393.23, 394.07, 394.91, 396.58, 397.42, 399.1, 399.94, 400.78, 401.62, 402.46, 404.97, 405.81, 407.49, 408.33, 409.17, 410.01, 410.85, 411.68, 412.52, 413.36, 414.2, 415.88, 416.72, 417.56, 418.4, 418.4, 420.07, 420.91, 421.75, 422.59, 425.95, 427.62, 430.98, 433.5, 435.18, 436.85, 437.69, 438.53, 439.37, 440.21, 441.05, 441.89, 443.56, 445.24, 446.08, 447.76, 448.6, 449.44, 450.28, 451.12, 451.95, 453.63, 453.63, 455.31, 455.31, 456.15, 456.15, 456.99, 458.67, 459.5, 461.18, 464.54, 467.89, 467.89, 468.73, 469.57, 472.09, 473.77, 474.61, 478.8, 482.16, 483.83, 485.51, 488.03, 491.38, 493.9, 496.42, 498.1, 500.61, 502.29, 510.68, 515.71, 517.39, 520.75, 527.46, 534.17, 536.3505696062365, 537.47, 538.36, 540.15, 541.04, 542.83, 544.62, 544.62, 547.3, 549.09, 551.77, 552.4851978319783, 550.95, 551.79, 552.63, 554.31, 555.14, 556.82, 558.5, 560.18, 561.02, 566.05, 566.0600000000001, 566.96, 569.64, 570.4062352941177, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 571.08, 570.25, 569.41, 568.57, 568.57, 566.05, 565.21, 563.53, 562.7, 560.18, 559.34, 559.34, 557.66, 556.82, 555.98, 555.14, 552.63, 552.63, 552.63, 552.63, 552.63, 552.63, 551.79, 551.79, 551.79, 550.95, 550.11, 550.11, 549.27, 548.43, 546.76, 545.08, 543.4, 540.04, 537.53, 534.17, 530.82, 528.3, 526.62, 524.1, 521.59, 518.23, 515.71, 512.36, 507.32, 505.65, 503.97, 501.45, 500.61, 500.61, 498.94, 497.26, 495.58, 492.22, 489.71, 488.03, 484.67, 482.16, 480.48, 478.8, 473.77, 471.25, 466.22, 463.7, 461.18, 456.99, 454.47, 452.79, 448.6, 445.24, 443.56, 438.53, 436.85, 431.82, 428.46, 426.79, 423.43, 418.4, 415.04, 410.85, 407.49, 401.62, 398.26, 395.74, 389.87, 383.16, 380.64, 374.77, 373.09, 365.54, 363.86, 362.19, 358.83, 355.48, 352.12, 344.57, 342.05, 339.54, 336.18, 334.5, 331.15, 327.79, 323.6, 312.69, 302.62, 295.91, 289.2, 275.78, 262.35, 257.32, 246.41, 243.06, 235.51, 232.15, 226.28, 222.08, 214.53, 212.85, 207.82, 206.14, 202.79, 201.95, 199.43, 197.75, 195.24, 191.04, 188.53, 186.01, 179.3, 175.1, 171.75, 170.54967667050948, 170.22, 168.43, 167.54, 166.65, 165.75, 164.86, 163.97, 163.15999999999997, 164.2, 165.87, 167.55, 168.39, 170.91, 171.75, 173.42, 174.26, 175.1, 175.94, 176.78, 177.62, 180.14, 180.14, 180.97, 181.81, 182.65, 183.49, 184.33, 184.33, 185.17, 186.01, 186.01, 186.01, 186.01, 186.3381647411588, 187.2, 188.09, 188.99, 190.77, 192.56, 193.45, 194.35, 195.24, 195.24, 195.24, 197.03, 197.92, 200.6, 201.5, 201.5, 201.5, 201.5, 199.71, 198.81, 198.81, 197.92, 196.13, 195.24, 195.24, 195.24, 194.35, 192.56, 189.88, 188.09, 183.62, 180.94, 179.16, 177.37, 177.37, 174.69, 173.8, 172.01, 170.22, 169.33, 169.33, 167.54, 166.65, 165.75, 163.07, 160.39, 156.82, 155.03, 153.24, 151.46, 147.88, 146.1, 142.52, 142.52, 138.95, 138.95, 138.95, 138.95, 138.95, 138.95, 138.95, 138.05, 137.16, 136.27, 135.37, 135.37, 131.8, 130.01, 128.22, 128.22, 127.33, 126.95305389221558, 126.44, 125.6, 125.6, 123.93, 123.93, 122.25, 119.73, 117.21, 115.54, 112.18, 112.18, 110.5, 107.99, 104.63, 102.11, 99.6, 98.76, 98.76, 97.92, 95.4, 92.89, 91.21, 87.01, 84.5, 79.46, 78.62, 75.27, 72.75, 68.56, 66.04, 62.68, 56.81, 52.62, 50.1, 47.58, 45.9, 42.55, 41.71, 40.03, 39.19, 37.51, 35.0, 33.32, 28.29, 24.93, 14.86, 7.31, 1.34, 1.34, 1.34, 1.34, 1.34, 1.34, 0.45, 0.45, 0.3190298507462736, 1.44, 2.28, 2.28, 3.12, 3.96, 5.63, 6.47, 8.99, 10.67, 14.02, 15.7, 19.06, 20.74, 21.57, 22.41, 27.45, 29.96, 35.0, 38.35, 40.87, 45.07, 50.1, 53.45, 55.97, 59.33, 62.68, 66.04, 70.23, 71.91, 75.27, 80.3, 81.98, 83.66, 87.01, 87.85, 88.69, 90.37, 95.4, 98.76, 99.23928571428573, 102.31]]",[0.821361511682781],2,0.5,intersection,,,,,
458022,28090,T0,polygon_reducer,5.1.0,"[0, 0, 0, 0, 0]",[5],"[[337.94, 338.94, 339.44, 339.44, 339.94, 339.94, 340.44, 341.43, 341.43, 342.43, 343.43, 344.42, 346.42, 346.92, 347.41, 348.41, 348.91, 350.79150645624105, 350.25, 350.25, 349.2, 348.67, 347.1, 342.91, 340.29, 337.14, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 335.57, 336.09, 337.66, 338.19, 338.71, 339.76, 340.29, 340.81, 341.33, 341.86, 341.86, 342.91, 343.43, 344.48, 344.48, 345.53, 345.53, 346.05, 346.58, 347.1, 347.1, 348.15, 348.67, 349.2, 350.77, 351.3, 352.87, 352.87, 353.92, 354.97, 355.49, 357.59, 358.11, 359.69, 360.21, 360.73, 360.73, 360.73, 360.73, 360.73, 360.73, 360.73, 360.73, 360.73, 360.21, 360.21, 359.16, 358.64, 358.11, 358.11, 357.06, 356.54, 356.07, 355.88, 355.32, 354.76, 354.21, 352.53, 351.41, 350.3, 349.74, 348.62, 347.5, 346.39, 345.27, 344.71, 344.61, 344.48, 343.43, 341.33, 340.29, 339.24, 338.19, 336.61, 336.09, 335.57, 334.52, 333.99, 333.47, 332.42, 332.42, 331.9, 331.37, 330.32, 325.08, 322.98, 321.41, 320.36, 311.65566965132194, 311.3613467361027, 311.2, 309.53, 307.85, 307.29, 305.06, 303.39, 300.59, 298.36, 296.37, 296.37, 295.89, 295.42, 294.94, 293.51, 292.55, 291.6, 291.118276533593, 289.98, 288.87, 288.87, 288.87, 288.31, 286.63, 285.51, 283.28, 282.16, 280.49, 277.7, 276.02, 270.99, 267.64, 264.29, 257.59, 255.36, 252.56, 248.1, 244.75, 243.07, 242.51, 241.4, 239.72, 237.49, 234.69, 232.46, 229.11, 226.88, 222.97, 220.17, 216.26, 212.91, 209.56, 204.54, 203.42, 197.84, 196.72, 190.02, 187.22, 186.11, 186.11, 185.17000000000002, 184.69, 183.74, 182.78, 181.83, 180.87, 179.44, 178.01, 177.06, 176.1, 174.67, 173.72, 173.24, 172.76, 171.81, 171.33, 170.85, 170.37, 169.9, 169.42, 169.33915789473681, 168.97, 168.1714, 166.46, 163.48, 162.91746320714591, 163.22, 164.17, 164.65, 165.12, 165.6, 166.08, 166.08, 165.6, 165.12, 163.22, 161.78, 161.31, 160.83, 160.35, 159.88, 159.4, 158.92, 157.49, 157.01, 156.53, 156.06, 155.58, 154.15, 153.19, 152.72, 152.24, 151.28, 150.81, 149.85, 149.38, 148.9, 148.42, 147.94, 147.47, 146.99, 146.03, 144.6, 144.13, 143.17, 142.69, 142.22, 141.26, 140.78, 140.31, 138.88, 138.4, 137.44, 136.49, 135.53, 135.06, 134.58, 134.1, 133.63, 133.15, 132.67, 132.19, 131.72, 131.24, 130.76, 130.28, 129.33, 128.38, 127.9, 127.42, 125.04, 123.13, 121.69, 120.74, 120.26, 119.31, 118.35, 117.4, 115.97, 112.15, 110.24, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 109.05, 110.1, 110.63, 110.63, 111.15, 113.77, 114.82, 115.35, 115.87, 115.87, 116.39, 116.92, 117.44, 117.44, 117.97, 118.49, 118.49, 119.02, 119.02, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.54, 119.02, 119.02, 119.02, 119.02, 118.49, 117.97, 117.97, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.44, 117.97, 118.49, 119.02, 119.54, 120.06, 120.59, 121.11, 121.64, 122.16, 122.16, 122.69, 122.69, 122.69, 122.69, 122.69, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 123.21, 124.26, 124.26, 124.26, 124.78, 124.78, 125.31, 125.31, 125.83, 126.36, 126.36, 127.93, 128.45, 129.5, 129.5, 130.55, 131.08, 132.65, 133.17, 133.7, 134.14199602932192, 136.07, 138.57, 140.56, 141.56, 143.05, 143.55, 144.55, 146.04, 147.04, 148.04, 149.53, 151.03, 152.02, 153.02, 154.52, 156.51, 157.40234356781963, 159.39, 162.01, 167.78, 168.3, 168.83, 169.35, 169.88, 170.4, 171.45, 172.5, 177.74, 179.84, 180.89, 181.41, 181.94, 183.51, 185.08, 185.61, 186.13, 186.13, 187.7, 188.75, 189.8, 191.9, 193.47, 194.52, 196.62, 197.67, 198.71, 200.29, 201.34, 202.39, 206.58, 207.1, 207.63, 208.15, 208.68, 209.2, 209.73, 210.25, 210.77, 211.3, 211.82, 212.35, 213.4, 214.44, 214.97, 216.02, 217.07, 219.16, 221.26, 225.46, 226.5, 229.13, 234.37, 237.52, 240.66, 241.71, 242.23, 243.81, 246.43, 246.95, 248.0, 249.58, 250.62, 252.2, 252.72, 253.77, 256.39, 258.49, 259.54, 262.68, 264.78, 268.45, 270.02, 272.65, 274.22, 276.84, 277.89, 281.04, 282.08, 283.66, 284.71, 287.85, 289.95, 291.0, 292.57, 293.62, 295.19, 295.72, 298.34, 298.86, 301.48, 302.53, 304.63, 305.68, 308.3, 309.35, 311.97, 313.02, 317.21, 320.88, 327.7, 330.32, 334.52, 337.66, 337.94, 337.94]]","[[194.64, 191.65, 189.16, 185.67, 182.18, 180.19, 176.7, 172.21, 168.72, 165.23, 163.74, 161.74, 160.25, 158.26, 156.76, 155.76, 154.77, 151.94301291248206, 150.86, 149.29, 145.62, 143.0, 141.42, 135.65, 132.51, 130.94, 130.41, 129.89, 129.36, 128.84, 128.31, 127.79, 127.27, 126.74, 126.22, 125.69, 124.12, 123.07, 122.55, 121.5, 119.92, 117.3, 108.39, 105.77, 104.19, 100.0, 98.43, 94.76, 93.71, 92.13, 90.56, 86.37, 84.79, 82.17, 80.6, 79.55, 78.5, 76.4, 74.31, 73.26, 72.73, 70.64, 69.59, 68.02, 65.39, 63.82, 61.72, 60.67, 58.58, 57.53, 55.43, 51.24, 49.14, 44.94, 42.85, 39.18, 37.6, 34.98, 33.93, 31.84, 31.31, 30.79, 30.26, 29.21, 28.17, 27.12, 25.02, 23.97, 22.92, 22.4, 20.83, 20.3, 19.83, 19.83, 19.83, 19.83, 19.83, 20.94, 22.06, 22.06, 22.06, 22.06, 23.18, 24.85, 24.85, 25.41, 25.41, 25.54, 26.07, 28.17, 29.21, 31.31, 32.36, 33.41, 33.93, 34.46, 35.51, 36.03, 36.56, 37.08, 37.6, 37.6, 38.65, 39.18, 41.27, 43.37, 43.37, 44.94, 47.84451701253558, 48.04204917040086, 48.31, 50.54, 52.78, 53.89, 55.01, 56.13, 57.8, 60.04, 61.697343283582086, 62.28, 62.76, 63.24, 63.71, 65.15, 66.58, 66.58, 66.48325219084713, 67.85, 69.53, 72.32, 73.44, 74.0, 75.11, 75.11, 75.11, 75.11, 75.11, 75.11, 75.67, 76.79, 76.79, 76.79, 76.23, 76.23, 76.23, 76.23, 76.23, 76.23, 76.79, 77.91, 77.91, 77.91, 77.91, 77.91, 77.35, 76.79, 76.79, 76.23, 75.67, 75.67, 75.67, 73.44, 72.88, 70.65, 70.09, 66.74, 66.18, 66.18, 65.62, 65.15, 65.15, 65.15, 64.67, 64.67, 64.67, 64.67, 64.67, 64.67, 64.67, 62.28, 60.85, 60.37, 59.42, 57.99, 57.51, 56.08, 55.6, 54.65, 53.69, 53.44915789473683, 53.08, 52.281400000000005, 51.43, 49.94, 49.75122926414292, 50.35, 51.3, 52.74, 54.17, 56.08, 56.55, 57.51, 57.03, 56.55, 55.12, 54.65, 53.69, 53.21, 52.74, 52.26, 51.78, 50.83, 49.4, 48.92, 48.44, 47.96, 47.49, 47.01, 46.53, 46.06, 45.58, 45.1, 43.67, 42.71, 42.24, 41.28, 40.33, 39.85, 39.37, 38.9, 37.94, 36.99, 36.51, 36.03, 35.56, 35.08, 34.6, 34.12, 33.65, 33.17, 32.69, 32.21, 30.78, 29.83, 29.35, 28.87, 28.4, 27.92, 27.44, 26.96, 26.01, 25.53, 25.06, 24.58, 24.1, 23.62, 23.15, 22.67, 22.19, 20.76, 20.28, 19.81, 19.33, 18.85, 18.37, 17.9, 17.9, 17.42, 17.42, 17.42, 17.42, 18.2, 18.73, 19.25, 19.78, 20.3, 20.83, 21.35, 21.87, 22.92, 23.97, 25.02, 26.59, 27.12, 29.74, 32.88, 35.51, 37.6, 40.23, 54.91, 59.1, 61.2, 64.35, 65.92, 69.06, 71.16, 74.31, 75.36, 77.98, 79.03, 81.65, 82.17, 83.22, 84.79, 86.37, 86.89, 87.42, 87.94, 88.46, 88.99, 89.51, 90.04, 91.09, 91.61, 93.71, 94.76, 96.33, 96.85, 97.38, 97.9, 98.43, 98.95, 100.0, 101.05, 103.15, 104.19, 106.29, 108.39, 109.44, 111.01, 112.58, 113.11, 114.16, 114.68, 116.25, 117.3, 118.35, 120.45, 122.02, 122.55, 124.12, 125.69, 126.22, 126.74, 127.27, 127.79, 128.31, 128.84, 129.36, 129.89, 130.41, 130.94, 131.46, 131.98, 132.51, 133.03, 133.56, 134.08, 134.61, 134.61, 134.61, 134.61, 135.13, 135.65, 135.65, 135.65, 136.18, 136.18, 136.7, 137.23, 137.75, 138.28, 139.32, 139.85, 140.37, 141.42, 141.95, 143.0, 143.52, 144.04, 144.57, 145.62, 146.14, 146.67, 148.76, 150.34, 151.38, 155.05, 156.1, 157.68, 158.73, 161.35, 164.49, 165.02, 166.59, 169.74, 171.31, 173.41, 174.46, 176.03, 179.17, 182.84, 184.42, 186.52, 187.56, 189.14, 192.28, 195.95, 198.05, 199.62, 201.40498396456934, 203.61, 207.6, 211.09, 213.08, 215.08, 215.58, 217.07, 219.07, 220.56, 222.06, 223.55, 225.55, 226.54, 228.04, 229.53, 232.03, 232.91342013214145, 233.71, 234.75, 236.85, 236.85, 236.85, 237.38, 237.38, 237.9, 238.42, 238.95, 241.57, 242.62, 243.14, 243.67, 243.67, 244.72, 245.76, 246.29, 246.81, 247.34, 249.44, 250.48, 252.58, 254.68, 255.73, 256.78, 259.4, 260.45, 260.97, 261.49, 262.02, 262.54, 267.26, 267.79, 268.31, 268.31, 268.31, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.84, 268.31, 268.31, 267.79, 267.79, 267.26, 266.74, 266.21, 266.21, 265.17, 264.64, 264.12, 263.59, 263.07, 260.97, 259.92, 259.4, 257.3, 256.25, 253.11, 252.58, 250.48, 248.91, 246.81, 245.76, 242.62, 242.09, 240.0, 238.95, 236.33, 234.23, 232.66, 230.56, 230.03, 228.46, 227.41, 225.32, 224.79, 222.17, 221.65, 219.55, 219.02, 216.93, 216.4, 214.83, 213.78, 211.16, 209.06, 204.87, 203.29, 201.2, 199.62, 199.52784810126585, 194.64]]",[0.7301441252946794],2,0.5,intersection,,,,,
